Company,Category/Subject,Grade/Age Group,Link,Description,Free Service Offered
Boom Learning,,,https://wow.boomlearning.com/,"Boom Cards teaching resources are cloud resident and served, instructional mini-apps. Teachers create the resources for personal use, use with colleagues, and/or for distribution. Boom Cards can (but need not) process and report student performance data. The Boom Learning platform includes creation tools and data processing and reporting of student performance data. Boom Learning is privacy aware, is a signatory to several Student Privacy Data Consortium agreements, and in compliance with New York Section 2d. We offer a DPA for EEA customers. Contact us at legal@boomlearning.com if you need a document signed before you can begin.",New customers from schools that are closing can get free Ultimate subscriptions (allows authoring Boom Cards with sound and the ability to share with colleagues) good through June 30 to affected schools. Existing customer schools who do not have Ultimate subscriptions can get an Ultimate account per grade or subject team to share for authoring materials to share out school colleagues to keep learning on course. Send an email to help@boomlearning.com
BoomWriter,"Reading, Writing","K - 2nd, 3rd - 5th, 6th - 8th",https://boomwriter.com/,"BoomWriter is a complete classroom literacy solution. It is a writing platform that helps teachers inspire students to write on any subject ( fiction, non-fiction and vocabulary-focused activities). Try it for ELA, Social Studies/History, Science and even Math. Plus, it can be used on any device.","-Uploading of relevant activity resources;
- Easily create a variety of assignments in all subjects;
-Real-time student writing progress monitoring;
-Provide Personalized feedback ;
-Engage students in online interactive peer review and assessment;
-Assess using standards-based rubrics;"
Boromi,Early Childhood,Early Childhood,http://eepurl.com/gWfuJz,"We're a multi award-winning network of play libraries empowering families to connect, talk and play together at home","Free #dailyplay emails - an offline, home play activity using every day materials sent daily. Completely free and for any EYFS teachers or parents who will find it helpful"
BrainPop,21st Century Skills Arts Assessment Coding/Computer Science/Engineering Communication English Language Arts Language Learning Math Science Social Studies Social-emotional Learning Special Education,K-12,https://educators.brainpop.com/2020/02/19/free-brainpop-access-for-schools-affected-by-the-corona-virus/?utm_source=organic&utm_medium=social&utm_campaign=coronavirus&utm_content=free-access,"BrainPOP's animated movies, creative thinking tools, interactive quizzes, and playful assessments have made a difference for millions of students.","Free, unlimited use of the full BrainPOP suite during the period of closure. We are also providing additional on- and offline activities and ideas to support distance learning via this link: https://educators.brainpop.com/school-home-connection-resources/"
Brave Writer,Writing,ALL,https://blog.bravewriter.com/2020/03/13/needing-support-due-to-covid-19/,Free writing resources,"Free resources, ready-made lesson plans, master classes"
Breakout Edu,,,https://www.breakoutedu.com/funathome,,
Brilliant.org,"Math, Science, STEM, Computer Science, Programming","6th - 8th, High School, Higher Education, Professionals",https://brilliant.org/,"Build problem solving skills in math, science, and computer science with fun and challenging interactive explorations.","Daily problem solving challenges across math, science, and computer science, along with lessons and practice problems."
Britannica,,,http://bit.ly/freebritannica,"Britannica has made available COVID-19 emergency resources to every school in the U.S. Get free access to Britannica LaunchPacks, for social studies and science, being leveraged by schools across the world who are grappling with shutdowns, conducting virtual lessons, and working to minimize the impact on students, families, and staff.","Britannica LaunchPacks, for social studies and science."
BSCS Science Learning Online Resources During COVID-19 Shutdown,Science,"6th - 8th, High School",https://bscs.org/resources/educator-resource-center/online-resources-during-covid-19-shutdown,"BSCS Science Learning is here to help teachers during these unsure times. We have consolidated our online resources below to help you easily find programs, units, and more!","Free resources that offer interactive, online learning experiences for students, and materials designed for the classroom that are available for free download."
Bulb Digital Portfolios,"Math, Reading, Writing, Science, Social Studies, Fine Arts, ESL, Foreign Language, Physical Education, Early Childhood, Special Education, STEM, Intervention Resources",ALL,bulbapp.com," bulb is a digital portfolio used by students to build skills for the future, by teachers to measure competencies and by districts to meet learning goals. bulb is ad-free, meets data privacy policies and integrates with most LMS and SIS systems. ","bulbEd, our flagship product for schools will be free to schools and districts closing through the rest of the school year and into summer, (July 31). A digital portfolio account has always been free to all educators, sign up here to get your account up and running: https://www.bulbapp.com/b/sign-up If you would like to know more how to get your classroom and/or school up and running in a matter of days with bulb please email: info@bulbapp.com and mention in the subject this resource - Amazing Educational Resources bulbEd Offer"
